Posicoes do VANT [X Y Z qX qY qZ qW]

[
 5.85468e-321 0 6.94663e-310 -nan -nan -nan -nan;
 2.02038 1.97995 7.9729 -0.0142503 -0.00117633 0.999898 -1.73224e-05;
 2.02038 1.97995 7.9729 -0.0142503 -0.00117633 0.999898 -1.73224e-05;
 2.01897 1.98163 7.97273 -0.0145646 -0.00110525 0.999893 -0.000119992;
 2.0167 1.98147 7.97725 0.0181929 -0.0287249 0.99942 0.0019023;
 1.84328 1.82977 7.97128 -0.0475898 0.0481078 0.997576 0.0161936;
 1.84328 1.82977 7.97128 -0.0475898 0.0481078 0.997576 0.0161936;
 1.84064 1.82622 7.96934 -0.0260909 0.0131006 0.999415 0.0177949;
 1.83915 1.82429 7.97301 0.0159664 -0.035745 0.999027 0.0203021;
 1.82828 1.81605 7.97642 0.0515357 -0.0884528 0.994479 0.0230466;
 1.64385 1.69498 7.96905 -0.0383066 0.0433884 0.997989 0.0258335;
 1.64385 1.69498 7.96905 -0.0383066 0.0433884 0.997989 0.0258335;
 1.61716 1.67806 7.9676 -0.0510397 0.0563061 0.996746 0.0268628;
 1.60485 1.66966 7.97276 -0.00800371 0.0118146 0.999482 0.0288478;
 1.41646 1.53337 7.97523 -0.0541674 0.0667739 0.995776 0.0322055;
 1.41646 1.53337 7.97523 -0.0541674 0.0667739 0.995776 0.0322055;
 1.40265 1.52698 7.97328 -0.036082 0.0426263 0.997913 0.0324142;
 1.39842 1.52481 7.97424 -0.00919268 -0.00737876 0.999376 0.0332857;
 1.39142 1.52061 7.9478 0.0274925 -0.0865411 0.995258 0.0348658;
 1.21546 1.41473 7.73917 -0.0576417 0.0773182 0.994612 0.0380207;
 1.21546 1.41473 7.73917 -0.0576417 0.0773182 0.994612 0.0380207;
 1.19888 1.40424 7.73495 -0.0580285 0.0732855 0.994885 0.0382977;
 1.18953 1.40242 7.73866 -0.00811952 0.00799181 0.99914 0.0398571;
 1.18152 1.398 7.74117 0.0524133 -0.0767819 0.994746 0.0428763;
 1.00237 1.21937 7.57906 -0.0995416 0.0642602 0.991353 0.0564101;
 1.00237 1.21937 7.57906 -0.0995416 0.0642602 0.991353 0.0564101;
 0.982522 1.19902 7.57285 -0.0960155 0.0652244 0.991611 0.0568694;
 0.971925 1.19418 7.57575 -0.0169846 0.00103701 0.998033 0.0603374;
 0.959663 1.18604 7.57815 0.0635933 -0.0815174 0.992517 0.0649673;
 0.803187 1.04127 7.36287 -0.0273185 0.0223671 0.996766 0.0721891;
 0.803187 1.04127 7.36287 -0.0273185 0.0223671 0.996766 0.0721891;
 0.793396 1.03128 7.37349 -0.0245646 -8.23023e-05 0.997131 0.0715989;
 0.776767 1.01802 7.32431 -0.0247073 -0.0316493 0.996685 0.0707648;
 0.760182 1.00419 7.21241 -0.0146307 -0.0631097 0.995431 0.0701393;
 0.734764 0.99077 7.10738 -0.00032653 -0.0525327 0.996254 0.0686867;
 0.700719 0.974838 7.06321 0.00283772 -0.025661 0.997423 0.0669349;
 0.668301 0.959328 7.07662 0.00403251 -0.00911548 0.997837 0.064974;
 0.63998 0.942898 7.06889 0.00640704 -0.0127766 0.997888 0.0633677;
 0.607604 0.923394 7.05758 0.0096643 -0.0343909 0.997454 0.0617168;
 0.577026 0.903789 7.04899 0.0143565 -0.0603973 0.996263 0.0600498;
 0.533639 0.880331 7.03859 0.0159362 -0.0646534 0.996061 0.0585504;
 0.490388 0.855714 7.02997 0.0143381 -0.0511321 0.996953 0.0571446;
 0.439629 0.825617 7.02097 0.0121942 -0.0351336 0.99776 0.0556115;
 0.390717 0.79426 7.01221 0.0110243 -0.0308245 0.997987 0.0543106;
 0.344229 0.764359 7.00351 0.0114481 -0.0354204 0.997895 0.053106;
 0.299206 0.733886 6.99342 0.0105113 -0.0406817 0.997768 0.0518924;
 0.246054 0.700156 6.9813 0.00624628 -0.0398338 0.997904 0.0506211;
 0.198722 0.669626 6.97004 0.00191612 -0.0337596 0.998202 0.0494874;
 0.144689 0.636536 6.95877 0.000468911 -0.0290098 0.998401 0.0485171;
 0.0979776 0.607602 6.95026 0.000222458 -0.0284578 0.998461 0.0475903;
 0.0457367 0.576388 6.94241 -0.000944225 -0.0194361 0.99872 0.0466895;
 0.00201841 0.548539 6.90406 -0.0052544 -0.00176729 0.99893 0.0459072;
 -0.0443098 0.517552 6.79661 -0.011426 0.0120655 0.998844 0.0451019;
 -0.0780104 0.492321 6.69117 -0.0104455 0.00895076 0.998917 0.0444505;
 -0.110508 0.467315 6.58325 -0.00650757 0.0113349 0.99896 0.0436822;
 -0.133837 0.44514 6.47453 -0.00611654 0.0323033 0.998551 0.0425964;
 -0.148889 0.426365 6.37331 -0.00809103 0.0463909 0.99801 0.041937;
 -0.152631 0.409584 6.27111 -0.00909795 0.0442638 0.998112 0.0415889;
 -0.148098 0.393367 6.2164 -0.00612484 0.0248715 0.998824 0.0411681;
 -0.135425 0.381326 6.23277 -0.00302112 0.0180676 0.999012 0.040482;
 -0.123007 0.366616 6.22691 -0.00298874 0.0345955 0.998612 0.0395959;
 -0.10351 0.352757 6.21711 -0.0068492 0.0457973 0.998164 0.0390488;
 -0.0817773 0.340187 6.21049 -0.00969693 0.0423037 0.998308 0.0386848;
 -0.050501 0.329503 6.2015 -0.00855363 0.0298787 0.998778 0.0384225;
 -0.019483 0.320796 6.19294 -0.00590537 0.0195432 0.999068 0.0380337;
 0.00788611 0.309382 6.18302 -0.00615758 0.0181694 0.999112 0.0375197;
 0.0351694 0.299803 6.1757 -0.0102956 0.0224913 0.999009 0.0369977;
 0.0627123 0.287455 6.16676 -0.0136921 0.0242403 0.998941 0.0366302;
 0.0900607 0.277124 6.11686 -0.0212203 0.0217854 0.998879 0.0362833;
 0.116409 0.264654 6.00485 -0.0267103 0.0136941 0.998898 0.0360929;
 0.141268 0.257379 5.90128 -0.0224212 0.00418593 0.999094 0.0359387;
 0.161657 0.251148 5.80485 -0.0198951 0.000629373 0.999162 0.035758;
 0.182796 0.247544 5.69653 -0.0243186 -0.00025561 0.999079 0.0353428;
 0.199197 0.245514 5.58684 -0.0299383 -0.00213251 0.99894 0.034892;
 0.213201 0.247559 5.48491 -0.0303543 -0.00325312 0.998937 0.0345241;
 0.224877 0.250556 5.37452 -0.0257258 -0.00416273 0.999072 0.0342913;
