Posicoes do VANT [X Y Z qX qY qZ qW]

[
 5.85468e-321 0 6.94631e-310 -nan -nan -nan -nan;
 1.92338 2.0026 8.00616 0.00187988 0.0172559 0.999849 -8.77919e-05;
 1.92338 2.0026 8.00616 0.00187988 0.0172559 0.999849 -8.77919e-05;
 1.92568 2.00285 8.00706 0.00198934 0.0175969 0.999843 -0.000112996;
 1.92631 2.00313 8.00207 0.0021537 0.0159678 0.99987 2.65525e-05;
 1.92382 2.00363 7.9433 0.00310897 -0.0220353 0.999752 0.000154468;
 1.42538 1.6791 7.5785 -0.0833988 0.175231 0.977312 0.0848526;
 1.42538 1.6791 7.5785 -0.0833988 0.175231 0.977312 0.0848526;
 1.43168 1.6511 7.57361 -0.0437581 0.0797297 0.991626 0.091686;
 1.44101 1.63295 7.56674 -0.0101711 -0.00482678 0.995397 0.0951722;
 1.43783 1.61548 7.50807 0.0208494 -0.096994 0.990287 0.0974148;
 1.40509 1.62694 7.17112 -0.0344533 0.0611927 0.989033 0.129932;
 1.40509 1.62694 7.17112 -0.0344533 0.0611927 0.989033 0.129932;
 1.442 1.66857 7.18645 0.0523051 -0.0625043 0.987766 0.132949;
 1.46162 1.696 7.18193 0.090681 -0.126298 0.978627 0.134592;
 1.35168 1.79277 6.75875 -0.011364 0.034141 0.987378 0.154241;
 1.35168 1.79277 6.75875 -0.011364 0.034141 0.987378 0.154241;
 1.35615 1.82732 6.7623 0.0538577 -0.03087 0.986157 0.153753;
 1.14533 1.96479 6.43775 0.0224747 0.066363 0.988281 0.135616;
 1.14533 1.96479 6.43775 0.0224747 0.066363 0.988281 0.135616;
 1.13675 1.96908 6.43263 0.000337289 0.0289672 0.990636 0.133422;
 1.12629 1.97497 6.41803 -0.0096428 0.000446876 0.991269 0.131501;
 0.882205 1.66274 6.04299 -0.0395016 0.0397652 0.986432 0.154304;
 0.882205 1.66274 6.04299 -0.0395016 0.0397652 0.986432 0.154304;
 0.883878 1.6666 6.03725 0.000405912 0.00305695 0.988068 0.153984;
 0.685591 1.63368 5.70268 -0.0213725 0.0840708 0.985589 0.145223;
 0.685591 1.63368 5.70268 -0.0213725 0.0840708 0.985589 0.145223;
 0.68128 1.63759 5.68904 -0.00995109 0.0317661 0.989047 0.143796;
 0.676458 1.63997 5.66716 -0.000755501 -0.00954581 0.989779 0.142289;
 0.662784 1.64126 5.59275 0.0223387 -0.0730517 0.986963 0.141666;
 0.634622 1.63247 5.48489 0.0908035 -0.102309 0.979782 0.145994;
 0.54447 1.46308 5.07759 0.00354677 -0.0178781 0.98784 0.1544;
 0.510814 1.39044 4.98411 -0.0739159 0.014882 0.98538 0.15278;
 0.510814 1.39044 4.98411 -0.0739159 0.014882 0.98538 0.15278;
 0.499157 1.39087 4.96531 -0.0350724 0.00648803 0.987641 0.152622;
 0.488274 1.39634 4.96473 0.0124706 0.0146018 0.988317 0.151197;
 0.328903 1.24774 4.54086 -0.0187648 0.0584958 0.989012 0.13447;
 0.328903 1.24774 4.54086 -0.0187648 0.0584958 0.989012 0.13447;
 0.324375 1.24327 4.5302 -0.00864658 0.0262396 0.990589 0.13405;
 0.320153 1.23918 4.50497 -0.00127076 -0.000844552 0.991054 0.133455;
 0.310463 1.23625 4.42366 0.0173761 -0.0552671 0.989396 0.133188;
 0.232089 1.07485 4.03065 -0.0514437 -0.00935659 0.989227 0.136733;
 0.232089 1.07485 4.03065 -0.0514437 -0.00935659 0.989227 0.136733;
 0.227134 1.06729 4.02368 -0.0278553 0.00438528 0.990356 0.135648;
 0.221172 1.06456 4.00848 -0.00380213 0.0142424 0.99078 0.134673;
 0.21209 1.06067 3.92777 0.0330452 -0.00449741 0.990385 0.134261;
 0.0443655 0.847771 3.51025 -0.0483892 0.0834215 0.986353 0.133442;
 0.0443655 0.847771 3.51025 -0.0483892 0.0834215 0.986353 0.133442;
 0.0376155 0.834081 3.50325 -0.029319 0.0626237 0.988616 0.133631;
 0.0373379 0.8253 3.488 -0.00771809 0.0252565 0.990633 0.133977;
 0.0333722 0.818017 3.41728 0.0232519 -0.0384061 0.989846 0.13487;
 -0.00558418 0.752567 3.09708 0.0123356 0.0926116 0.985109 0.144328;
 -0.00558418 0.752567 3.09708 0.0123356 0.0926116 0.985109 0.144328;
 0.0639938 0.706793 2.89278 0.00787452 -0.0677801 0.986825 0.1467;
 0.0639938 0.706793 2.89278 0.00787452 -0.0677801 0.986825 0.1467;
 0.0705708 0.690413 2.78763 0.0502269 -0.132472 0.978736 0.148337;
 -0.00730325 0.587238 2.49763 0.0497409 0.103285 0.98158 0.152835;
 -0.00730325 0.587238 2.49763 0.0497409 0.103285 0.98158 0.152835;
 -0.00254466 0.550212 2.40698 0.0296165 0.107191 0.98201 0.152606;
 0.0307523 0.512471 2.37692 0.0043106 0.0407457 0.987319 0.153369;
 0.0571112 0.476648 2.30079 -0.0151133 -0.0779923 0.984927 0.153647;
 0.0615369 0.444038 2.1994 0.0129715 -0.131577 0.979316 0.153165;
 0.0441379 0.406424 2.09445 0.0260214 -0.0509348 0.98669 0.152221;
 0.0253984 0.370728 2.00218 0.0174191 0.0909173 0.984169 0.151135;
 0.028572 0.339292 1.90518 0.00876214 0.17066 0.974005 0.148704;
 0.0635487 0.311936 1.79462 0.011958 0.149599 0.977602 0.14755;
 0.107237 0.28909 1.69247 0.00048066 0.043367 0.98785 0.149236;
 0.145162 0.266433 1.58356 -0.011868 -0.074284 0.986069 0.148351;
 0.157354 0.248306 1.48319 -0.0109568 -0.107931 0.983347 0.145806;
 0.14786 0.230529 1.37762 -0.000664308 -0.00732154 0.98975 0.14262;
 0.144508 0.21536 1.26426 0.00424793 0.0920533 0.985938 0.139405;
