Posicoes do VANT [X Y Z qX qY qZ qW]

[
 5.85468e-321 0 6.93989e-310 -nan -nan -nan -nan;
 1.98408 2.14617 7.97337 -0.00183093 0.00615063 0.999979 0.000793119;
 1.98408 2.14617 7.97337 -0.00183093 0.00615063 0.999979 0.000793119;
 1.98591 2.13905 7.97459 -0.00243649 0.00644393 0.999976 0.000742543;
 1.98772 2.13195 7.97674 -0.000586054 0.00478371 0.999988 0.000862367;
 1.98906 2.1242 7.98144 0.0234571 -0.0194332 0.999534 0.00210945;
 1.98755 2.11576 7.9847 0.0564615 -0.0618767 0.996476 0.00439381;
 1.98122 2.10299 7.9855 0.0691287 -0.0833438 0.994104 0.00564818;
 1.83354 1.94214 7.98177 -0.0574811 0.0688302 0.995896 0.0122006;
 1.83354 1.94214 7.98177 -0.0574811 0.0688302 0.995896 0.0122006;
 1.82673 1.93317 7.98171 -0.0614577 0.076073 0.995124 0.0127909;
 1.82306 1.92723 7.98134 -0.0598892 0.0767356 0.995162 0.013297;
 1.81751 1.91705 7.98129 -0.0225906 0.0400081 0.998834 0.0148525;
 1.81776 1.91262 7.98446 0.0230988 -0.010147 0.999535 0.0170997;
 1.81566 1.90507 7.98525 0.0586437 -0.0579838 0.996406 0.0193158;
 1.67507 1.7774 7.97517 -0.0483435 0.0749453 0.99568 0.0258291;
 1.67507 1.7774 7.97517 -0.0483435 0.0749453 0.99568 0.0258291;
 1.66859 1.77027 7.97416 -0.0434436 0.0726953 0.996068 0.0260206;
 1.6676 1.7683 7.97391 -0.0374259 0.0644208 0.996881 0.0260223;
 1.6674 1.76619 7.97401 -0.0336616 0.0590979 0.997344 0.0260481;
 1.66549 1.76347 7.97748 0.0123326 0.00716698 0.999528 0.0272047;
 1.66385 1.75797 7.98123 0.0462651 -0.0371312 0.997831 0.0285336;
 1.65831 1.74855 7.98179 0.0691792 -0.074145 0.994402 0.0296949;
 1.51316 1.60921 7.97345 -0.0483261 0.0599616 0.996452 0.0339455;
 1.51316 1.60921 7.97345 -0.0483261 0.0599616 0.996452 0.0339455;
 1.49836 1.5947 7.97252 -0.0560354 0.0736652 0.99511 0.03449;
 1.49237 1.58702 7.97127 -0.0482409 0.067891 0.995926 0.0345597;
 1.48814 1.58067 7.97381 -0.00962863 0.0315615 0.998826 0.0354735;
 1.48572 1.57656 7.97637 0.0239657 -0.00501241 0.999025 0.0367336;
 1.48335 1.572 7.97764 0.0494618 -0.0375603 0.997353 0.037811;
 1.47655 1.56091 7.97791 0.071189 -0.0760109 0.993801 0.0389228;
 1.34861 1.42964 7.96799 -0.015816 0.0258695 0.998741 0.0399699;
 1.34861 1.42964 7.96799 -0.015816 0.0258695 0.998741 0.0399699;
 1.31564 1.39694 7.9664 -0.0467648 0.0658241 0.995909 0.0405749;
 1.30358 1.38318 7.96561 -0.0415917 0.0645155 0.99622 0.040664;
 1.29687 1.3729 7.96921 -0.00144492 0.0290944 0.998709 0.0416216;
 1.28655 1.3583 7.97281 0.0561998 -0.0380968 0.996727 0.0438761;
 1.26942 1.33273 7.97325 0.0856126 -0.092232 0.991019 0.0452182;
 1.24902 1.30804 7.97097 0.0799305 -0.09759 0.990982 0.0451909;
 1.0829 1.13981 7.95669 -0.00531618 0.0182513 0.998897 0.0429295;
 1.0829 1.13981 7.95669 -0.00531618 0.0182513 0.998897 0.0429295;
 1.04295 1.09975 7.9533 -0.0321923 0.0493357 0.99733 0.0431558;
 1.02379 1.07824 7.95229 -0.0209878 0.0422628 0.99796 0.0429961;
 1.00699 1.05905 7.95561 0.019741 0.00476899 0.998827 0.0439534;
 0.989722 1.03845 7.95742 0.0576143 -0.0402023 0.996501 0.0452819;
 0.958553 0.999637 7.95582 0.0848132 -0.0892579 0.991311 0.0462856;
